Date,HomeTeam,AwayTeam,Played Value H,Played Value A,Total Value H,Total Value A,Attack H,Midfield H,Defense H,Goalie H,Attack A,Midfield A,Defense A,Goalie A,Attack Count H,Midfield Count H,Defense Count H,Goalie Count H,Attack Count A,Midfield Count A,Defense Count A,Goalie Count A,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11
2016-11-05,AFC Bournemouth,Sunderland,,,,,,,,,,,,,,,,,,,,,1,2,A,1,1,D,M Dean,22,9,7,4,14,17,12,2,3,2,0,1,Artur Boruc,Simon Francis,Steve Cook,Charlie Daniels,Adam Smith,Dan Gosling,Harry Arter,Jordon Ibe,Junior Stanislas,Jack Wilshere,Joshua King,Jordan Pickford,Billy Jones,Patrick van Aanholt,Papy Djilobodji,Lamine Koné,Patrick McNair,Duncan Watmore,Didier Ndong,Steven Pienaar,Victor Anichebe,Jermain Defoe
2016-11-05,Burnley,Crystal Palace,,,,,,,,,,,,,,,,,,,,,3,2,H,2,0,H,A Taylor,14,16,7,5,11,12,4,7,1,2,0,0,Tom Heaton,Matthew Lowton,Jon Flanagan,Michael Keane,Ben Mee,Jóhann Gudmundsson,Dean Marney,Steven Defour,Scott Arfield,Sam Vokes,Jeff Hendrick,Steve Mandanda,Joel Ward,Scott Dann,Damien Delaney,Martin Kelly,Yohan Cabaye,Andros Townsend,Wilfried Zaha,James McArthur,Jason Puncheon,Christian Benteke
2016-11-05,Chelsea,Everton,,,,,,,,,,,,,,,,,,,,,5,0,H,3,0,H,R Madley,21,1,9,0,5,16,4,2,0,3,0,0,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Marcos Alonso,N'Golo Kanté,Victor Moses,Nemanja Matic,Eden Hazard,Pedro,Diego Costa,Maarten Stekelenburg,Ashley Williams,Phil Jagielka,Bryan Oviedo,Séamus Coleman,Ramiro Funes Mori,Ross Barkley,Tom Cleverley,Gareth Barry,Yannick Bolasie,Romelu Lukaku
2016-11-05,Manchester City,Middlesbrough,,,,,,,,,,,,,,,,,,,,,1,1,D,1,0,H,K Friend,25,5,7,3,7,15,8,2,1,3,0,0,Claudio Bravo,Pablo Zabaleta,John Stones,Aleksandar Kolarov,Gaël Clichy,Ilkay Gündogan,Jesús Navas,Kevin De Bruyne,David Silva,Fernandinho,Sergio Agüero,Víctor Valdés,George Friend,Ben Gibson,Antonio Barragán,Calum Chambers,Adam Clayton,Marten de Roon,Stewart Downing,Adam Forshaw,Adama Traoré,Álvaro Negredo
2016-11-05,West Ham United,Stoke City,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,A Marriner,9,12,2,4,11,10,6,4,4,1,0,0,Adrián,Cheikhou Kouyaté,James Collins,Angelo Ogbonna,Aaron Cresswell,Pedro Obiang,Mark Noble,Michail Antonio,André Ayew,Dimitri Payet,Manuel Lanzini,Lee Grant,Phil Bardsley,Erik Pieters,Bruno Martins Indi,Ryan Shawcross,Joe Allen,Glenn Whelan,Charlie Adam,Jonathan Walters,Ramadan Sobhi,Wilfried Bony
2016-11-06,Arsenal,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,1,1,D,1,0,H,M Clattenburg,15,10,2,3,11,17,7,2,1,2,0,0,Petr Cech,Héctor Bellerín,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Mesut Özil,Theo Walcott,Alex Iwobi,Granit Xhaka,Francis Coquelin,Alexis Sánchez,Hugo Lloris,Jan Vertonghen,Eric Dier,Kevin Wimmer,Kyle Walker,Danny Rose,Victor Wanyama,Mousa Dembélé,Son Heung-Min,Harry Kane,Christian Eriksen
2016-11-06,Hull City,Southampton,,,,,,,,,,,,,,,,,,,,,2,1,H,0,1,A,G Scott,6,19,2,7,13,15,1,10,0,5,0,0,David Marshall,Harry Maguire,Curtis Davies,Michael Dawson,Ryan Mason,Sam Clucas,Jake Livermore,Markus Henriksen,Ahmed El Mohamady,Abel Hernández,Will Keane,Fraser Forster,Maya Yoshida,José Fonte,Virgil van Dijk,Ryan Bertrand,Jordy Clasie,Oriol Romeu,Steven Davis,Charlie Austin,Nathan Redmond,Dusan Tadic
2016-11-06,Leicester City,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,1,2,A,0,0,D,C Pawson,5,11,2,5,8,8,5,6,0,2,0,0,Ron-Robert Zieler,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Danny Drinkwater,Andy King,Ahmed Musa,Riyad Mahrez,Islam Slimani,Shinji Okazaki,Ben Foster,Allan-Roméo Nyom,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,James Morrison,Matt Phillips,Chris Brunt,Darren Fletcher,Salomón Rondón
2016-11-06,Liverpool,Watford,,,,,,,,,,,,,,,,,,,,,6,1,H,3,0,H,M Oliver,28,11,17,8,14,10,6,3,1,2,0,0,Loris Karius,Nathaniel Clyne,James Milner,Lucas Leiva,Joel Matip,Jordan Henderson,Adam Lallana,Emre Can,Philippe Coutinho,Roberto Firmino,Sadio Mané,Heurelho Gomes,Daryl Janmaat,Miguel Britos,Younes Kaboul,José Holebas,Nordin Amrabat,Valon Behrami,Etienne Capoue,Roberto Pereyra,Troy Deeney,Odion Ighalo
2016-11-06,Swansea City,Manchester United,,,,,,,,,,,,,,,,,,,,,1,3,A,0,3,A,N Swarbrick,6,9,1,3,9,16,2,0,0,2,0,0,Lukasz Fabianski,Mike van der Hoorn,Alfie Mawson,Angel Rangel,Stephen Kingsley,Ki Sung-Yueng,Leon Britton,Wayne Routledge,Gylfi Sigurdsson,Fernando Llorente,Borja Bastón,David de Gea,Phil Jones,Marcos Rojo,Ashley Young,Matteo Darmian,Paul Pogba,Juan Mata,Wayne Rooney,Michael Carrick,Marouane Fellaini,Zlatan Ibrahimovic
2016-11-19,Crystal Palace,Manchester City,,,,,,,,,,,,,,,,,,,,,1,2,A,0,1,A,R Madley,9,10,2,4,12,15,2,7,1,2,0,0,Wayne Hennessey,Joel Ward,James Tomkins,Scott Dann,Martin Kelly,Yohan Cabaye,Andros Townsend,Wilfried Zaha,James McArthur,Jason Puncheon,Christian Benteke,Claudio Bravo,Bacary Sagna,Vincent Kompany,Aleksandar Kolarov,Nicolás Otamendi,Raheem Sterling,Nolito,Kevin De Bruyne,Fernandinho,Yaya Touré,Sergio Agüero
2016-11-19,Everton,Swansea City,,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,M Atkinson,14,5,6,3,13,12,10,3,4,2,0,0,Maarten Stekelenburg,Leighton Baines,Ashley Williams,Phil Jagielka,Séamus Coleman,Yannick Bolasie,Ross Barkley,Aaron Lennon,James McCarthy,Idrissa Gueye,Romelu Lukaku,Lukasz Fabianski,Jordi Amat,Neil Taylor,Federico Fernández,Kyle Naughton,Leroy Fer,Jack Cork,Jay Fulton,Wayne Routledge,Modou Barrow,Gylfi Sigurdsson
2016-11-19,Manchester United,Arsenal,,,,,,,,,,,,,,,,,,,,,1,1,D,0,0,D,A Marriner,12,5,5,1,14,11,10,4,3,3,0,0,David de Gea,Phil Jones,Marcos Rojo,Luis Antonio Valencia,Matteo Darmian,Paul Pogba,Michael Carrick,Ander Herrera,Juan Mata,Anthony Martial,Marcus Rashford,Petr Cech,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Carl Jenkinson,Mohamed Elneny,Aaron Ramsey,Mesut Özil,Theo Walcott,Francis Coquelin,Alexis Sánchez
2016-11-19,Southampton,Liverpool,,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,M Clattenburg,3,15,0,2,8,11,1,8,1,1,0,0,Fraser Forster,Cédric Soares,José Fonte,Virgil van Dijk,Ryan Bertrand,Oriol Romeu,Steven Davis,Pierre-Emile Højbjerg,Charlie Austin,Nathan Redmond,Sofiane Boufal,Loris Karius,Nathaniel Clyne,Dejan Lovren,James Milner,Joel Matip,Georginio Wijnaldum,Jordan Henderson,Emre Can,Philippe Coutinho,Roberto Firmino,Sadio Mané
2016-11-19,Stoke City,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,0,1,A,0,1,A,R East,14,9,6,2,17,10,3,4,3,2,0,0,Lee Grant,Phil Bardsley,Erik Pieters,Bruno Martins Indi,Ryan Shawcross,Joe Allen,Marko Arnautovic,Charlie Adam,Xherdan Shaqiri,Bojan,Wilfried Bony,Adam Federici,Simon Francis,Steve Cook,Nathan Aké,Charlie Daniels,Dan Gosling,Harry Arter,Junior Stanislas,Joshua King,Jack Wilshere,Callum Wilson
2016-11-19,Sunderland,Hull City,,,,,,,,,,,,,,,,,,,,,3,0,H,1,0,H,L Mason,11,17,4,7,9,8,2,8,1,0,1,0,Jordan Pickford,Billy Jones,Patrick van Aanholt,Papy Djilobodji,Lamine Koné,Jason Denayer,Patrick McNair,Didier Ndong,Duncan Watmore,Jermain Defoe,Victor Anichebe,David Marshall,Curtis Davies,Michael Dawson,Ahmed El Mohamady,Josh Tymon,Ryan Mason,Robert Snodgrass,Sam Clucas,Jake Livermore,Dieumerci Mbokani Bezua,Markus Henriksen
2016-11-19,Tottenham Hotspur,West Ham United,,,,,,,,,,,,,,,,,,,,,3,2,H,0,1,A,M Dean,14,11,6,3,13,16,4,5,3,2,0,1,Hugo Lloris,Kyle Walker,Danny Rose,Jan Vertonghen,Eric Dier,Victor Wanyama,Mousa Dembélé,Christian Eriksen,Harry Winks,Vincent Janssen,Harry Kane,Darren Randolph,Winston Reid,Cheikhou Kouyaté,Angelo Ogbonna,Aaron Cresswell,Pedro Obiang,Manuel Lanzini,Michail Antonio,Diafra Sakho,André Ayew,Dimitri Payet
2016-11-19,Watford,Leicester City,,,,,,,,,,,,,,,,,,,,,2,1,H,2,1,H,N Swarbrick,10,10,3,2,12,18,4,6,2,3,0,0,Heurelho Gomes,Miguel Britos,Younes Kaboul,Sebastian Prödl,Daryl Janmaat,Valon Behrami,Juan Camilo Zuñiga,Etienne Capoue,Nordin Amrabat,Troy Deeney,Roberto Pereyra,Ron-Robert Zieler,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Danny Drinkwater,Marc Albrighton,Daniel Amartey,Riyad Mahrez,Jamie Vardy,Shinji Okazaki
2016-11-20,Middlesbrough,Chelsea,,,,,,,,,,,,,,,,,,,,,0,1,A,0,1,A,J Moss,12,13,1,3,13,10,2,3,2,3,0,0,Víctor Valdés,Fabio,Ben Gibson,Antonio Barragán,Calum Chambers,Gastón Ramírez,Adam Clayton,Marten de Roon,Adam Forshaw,Adama Traoré,Álvaro Negredo,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Marcos Alonso,N'Golo Kanté,Victor Moses,Nemanja Matic,Eden Hazard,Pedro,Diego Costa
2016-11-21,West Bromwich Albion,Burnley,,,,,,,,,,,,,,,,,,,,,4,0,H,3,0,H,M Jones,16,5,6,2,12,12,4,3,0,0,0,0,Ben Foster,Allan-Roméo Nyom,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,James Morrison,Matt Phillips,Chris Brunt,Darren Fletcher,Salomón Rondón,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Jóhann Gudmundsson,Dean Marney,Steven Defour,Scott Arfield,Sam Vokes,Jeff Hendrick
2016-11-26,Burnley,Manchester City,,,,,,,,,,,,,,,,,,,,,1,2,A,1,1,D,A Marriner,10,21,5,5,5,15,5,8,2,3,0,0,Paul Robinson,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Jóhann Gudmundsson,Dean Marney,Steven Defour,George Boyd,Sam Vokes,Jeff Hendrick,Claudio Bravo,Bacary Sagna,Aleksandar Kolarov,Gaël Clichy,Nicolás Otamendi,Fernando,Raheem Sterling,Nolito,Fernandinho,Yaya Touré,Sergio Agüero
2016-11-26,Chelsea,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,2,1,H,1,1,D,M Oliver,9,12,5,6,13,16,3,8,2,1,0,0,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Marcos Alonso,N'Golo Kanté,Victor Moses,Nemanja Matic,Eden Hazard,Pedro,Diego Costa,Hugo Lloris,Kyle Walker,Jan Vertonghen,Eric Dier,Kevin Wimmer,Son Heung-Min,Victor Wanyama,Mousa Dembélé,Dele Alli,Christian Eriksen,Harry Kane
2016-11-26,Hull City,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,P Tierney,10,11,4,2,7,10,2,6,3,2,0,0,David Marshall,Curtis Davies,Michael Dawson,Ahmed El Mohamady,Josh Tymon,Ryan Mason,Robert Snodgrass,Sam Clucas,Jake Livermore,Dieumerci Mbokani Bezua,Markus Henriksen,Ben Foster,Allan-Roméo Nyom,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,James Morrison,Matt Phillips,Chris Brunt,Darren Fletcher,Salomón Rondón
2016-11-26,Leicester City,Middlesbrough,,,,,,,,,,,,,,,,,,,,,2,2,D,1,1,D,L Mason,11,6,3,2,15,12,2,3,4,4,0,0,Ron-Robert Zieler,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Andy King,Marc Albrighton,Daniel Amartey,Riyad Mahrez,Jamie Vardy,Shinji Okazaki,Víctor Valdés,Fabio,Ben Gibson,Antonio Barragán,Calum Chambers,Gastón Ramírez,Adam Clayton,Marten de Roon,Adam Forshaw,Adama Traoré,Álvaro Negredo
2016-11-26,Liverpool,Sunderland,,,,,,,,,,,,,,,,,,,,,2,0,H,0,0,D,A Taylor,27,6,7,1,5,9,9,4,1,3,0,0,Loris Karius,Nathaniel Clyne,Dejan Lovren,James Milner,Joel Matip,Georginio Wijnaldum,Jordan Henderson,Emre Can,Philippe Coutinho,Roberto Firmino,Sadio Mané,Jordan Pickford,Billy Jones,Patrick van Aanholt,John O'Shea,Lamine Koné,Jason Denayer,Didier Ndong,Steven Pienaar,Duncan Watmore,Jermain Defoe,Victor Anichebe
2016-11-26,Swansea City,Crystal Palace,,,,,,,,,,,,,,,,,,,,,5,4,H,1,1,D,K Friend,18,12,9,4,12,24,10,6,4,5,0,0,Lukasz Fabianski,Jordi Amat,Neil Taylor,Federico Fernández,Kyle Naughton,Leroy Fer,Jack Cork,Jay Fulton,Wayne Routledge,Modou Barrow,Gylfi Sigurdsson,Wayne Hennessey,Joel Ward,James Tomkins,Scott Dann,Martin Kelly,Yohan Cabaye,Wilfried Zaha,James McArthur,Jason Puncheon,Christian Benteke,Connor Wickham
2016-11-27,Arsenal,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,3,1,H,1,1,D,M Jones,16,9,3,3,12,13,3,10,3,5,0,0,Petr Cech,Mathieu Debuchy,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Mohamed Elneny,Mesut Özil,Theo Walcott,Alex Oxlade-Chamberlain,Granit Xhaka,Alexis Sánchez,Adam Federici,Simon Francis,Steve Cook,Nathan Aké,Brad Smith,Dan Gosling,Harry Arter,Adam Smith,Junior Stanislas,Joshua King,Callum Wilson
2016-11-27,Manchester United,West Ham United,,,,,,,,,,,,,,,,,,,,,1,1,D,1,1,D,J Moss,17,6,8,2,16,16,8,4,3,1,0,0,David de Gea,Phil Jones,Marcos Rojo,Luis Antonio Valencia,Matteo Darmian,Paul Pogba,Juan Mata,Marcus Rashford,Jesse Lingard,Ander Herrera,Zlatan Ibrahimovic,Darren Randolph,Cheikhou Kouyaté,James Collins,Angelo Ogbonna,Aaron Cresswell,Pedro Obiang,Mark Noble,Michail Antonio,Diafra Sakho,Dimitri Payet,Manuel Lanzini
2016-11-27,Southampton,Everton,,,,,,,,,,,,,,,,,,,,,1,0,H,1,0,H,C Pawson,17,13,7,1,11,15,5,2,0,2,0,0,Fraser Forster,Cédric Soares,José Fonte,Virgil van Dijk,Ryan Bertrand,Oriol Romeu,James Ward-Prowse,Pierre-Emile Højbjerg,Charlie Austin,Nathan Redmond,Josh Sims,Maarten Stekelenburg,Leighton Baines,Ashley Williams,Phil Jagielka,Séamus Coleman,Yannick Bolasie,Ross Barkley,Aaron Lennon,Idrissa Gueye,Gareth Barry,Romelu Lukaku
2016-11-27,Watford,Stoke City,,,,,,,,,,,,,,,,,,,,,0,1,A,0,1,A,R Madley,11,14,2,1,24,14,3,3,3,0,1,0,Heurelho Gomes,Miguel Britos,Younes Kaboul,Sebastian Prödl,Daryl Janmaat,Valon Behrami,José Holebas,Etienne Capoue,Nordin Amrabat,Troy Deeney,Roberto Pereyra,Lee Grant,Erik Pieters,Marc Muniesa,Glen Johnson,Bruno Martins Indi,Marko Arnautovic,Charlie Adam,Mame Biram Diouf,Giannelli Imbula,Xherdan Shaqiri,Jonathan Walters
2016-12-03,Crystal Palace,Southampton,,,,,,,,,,,,,,,,,,,,,3,0,H,2,0,H,N Swarbrick,9,17,4,3,11,13,4,9,3,1,0,0,Wayne Hennessey,Joel Ward,James Tomkins,Scott Dann,Damien Delaney,Andros Townsend,Wilfried Zaha,Joe Ledley,James McArthur,Jason Puncheon,Christian Benteke,Fraser Forster,Cédric Soares,José Fonte,Virgil van Dijk,Ryan Bertrand,Oriol Romeu,James Ward-Prowse,Pierre-Emile Højbjerg,Charlie Austin,Nathan Redmond,Sofiane Boufal
2016-12-03,Manchester City,Chelsea,,,,,,,,,,,,,,,,,,,,,1,3,A,1,0,H,A Taylor,14,10,5,4,14,9,9,2,2,3,2,0,Claudio Bravo,John Stones,Aleksandar Kolarov,Nicolás Otamendi,Ilkay Gündogan,Jesús Navas,Leroy Sané,Fernandinho,Sergio Agüero,Kevin De Bruyne,David Silva,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Marcos Alonso,Cesc Fàbregas,N'Golo Kanté,Victor Moses,Eden Hazard,Pedro,Diego Costa
2016-12-03,Stoke City,Burnley,,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,M Clattenburg,10,14,4,4,7,13,4,9,3,2,0,0,Lee Grant,Erik Pieters,Marc Muniesa,Glen Johnson,Bruno Martins Indi,Marko Arnautovic,Charlie Adam,Mame Biram Diouf,Giannelli Imbula,Xherdan Shaqiri,Jonathan Walters,Paul Robinson,Jon Flanagan,Michael Keane,Ben Mee,Stephen Ward,Dean Marney,Jeff Hendrick,George Boyd,Scott Arfield,Andre Gray,Ashley Barnes
2016-12-03,Sunderland,Leicester City,,,,,,,,,,,,,,,,,,,,,2,1,H,0,0,D,A Marriner,22,17,6,5,8,12,3,4,3,1,0,0,Jordan Pickford,Billy Jones,Patrick van Aanholt,Papy Djilobodji,Lamine Koné,Jason Denayer,Didier Ndong,Steven Pienaar,Duncan Watmore,Jermain Defoe,Victor Anichebe,Ron-Robert Zieler,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Andy King,Marc Albrighton,Daniel Amartey,Riyad Mahrez,Jamie Vardy,Islam Slimani
2016-12-03,Tottenham Hotspur,Swansea City,,,,,,,,,,,,,,,,,,,,,5,0,H,2,0,H,J Moss,28,1,15,0,11,17,5,0,0,4,0,0,Hugo Lloris,Kyle Walker,Danny Rose,Jan Vertonghen,Eric Dier,Son Heung-Min,Victor Wanyama,Mousa Dembélé,Dele Alli,Christian Eriksen,Harry Kane,Lukasz Fabianski,Jordi Amat,Neil Taylor,Mike van der Hoorn,Kyle Naughton,Leroy Fer,Jack Cork,Jay Fulton,Modou Barrow,Jefferson Montero,Gylfi Sigurdsson
2016-12-03,West Bromwich Albion,Watford,,,,,,,,,,,,,,,,,,,,,3,1,H,2,0,H,G Scott,11,17,3,5,12,8,3,4,2,1,0,1,Ben Foster,Allan-Roméo Nyom,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,James Morrison,Matt Phillips,Chris Brunt,Darren Fletcher,Salomón Rondón,Heurelho Gomes,Sebastian Prödl,Juan Camilo Zuñiga,José Holebas,Christian Kabasele,Nordin Amrabat,Adlène Guédioura,Etienne Capoue,Roberto Pereyra,Troy Deeney,Stefano Okaka
2016-12-03,West Ham United,Arsenal,,,,,,,,,,,,,,,,,,,,,1,5,A,0,1,A,C Pawson,10,19,3,10,10,11,3,2,3,3,0,0,Darren Randolph,Winston Reid,James Collins,Angelo Ogbonna,Pedro Obiang,Mark Noble,Arthur Masuaku,Edimilson Fernandes,Ashley Fletcher,Dimitri Payet,Manuel Lanzini,Petr Cech,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Mesut Özil,Theo Walcott,Alex Oxlade-Chamberlain,Granit Xhaka,Francis Coquelin,Alexis Sánchez
2016-12-04,AFC Bournemouth,Liverpool,,,,,,,,,,,,,,,,,,,,,4,3,H,0,2,A,R Madley,12,10,8,3,9,17,4,9,2,2,0,0,Artur Boruc,Simon Francis,Steve Cook,Nathan Aké,Adam Smith,Dan Gosling,Harry Arter,Junior Stanislas,Joshua King,Jack Wilshere,Callum Wilson,Loris Karius,Nathaniel Clyne,Dejan Lovren,James Milner,Lucas Leiva,Georginio Wijnaldum,Jordan Henderson,Emre Can,Roberto Firmino,Sadio Mané,Divock Origi
2016-12-04,Everton,Manchester United,,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,M Oliver,13,10,6,2,13,11,6,3,2,3,0,0,Maarten Stekelenburg,Leighton Baines,Ashley Williams,Séamus Coleman,Ramiro Funes Mori,Yannick Bolasie,Tom Cleverley,Idrissa Gueye,Gareth Barry,Romelu Lukaku,Kevin Mirallas,David de Gea,Phil Jones,Marcos Rojo,Luis Antonio Valencia,Matteo Darmian,Paul Pogba,Michael Carrick,Ander Herrera,Anthony Martial,Zlatan Ibrahimovic,Henrikh Mkhitaryan
2016-12-05,Middlesbrough,Hull City,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,M Dean,16,6,4,2,6,11,13,7,1,1,0,0,Víctor Valdés,Fabio,Ben Gibson,Antonio Barragán,Calum Chambers,Adam Clayton,Marten de Roon,Adam Forshaw,Gastón Ramírez,Álvaro Negredo,Viktor Fischer,David Marshall,Andrew Robertson,Curtis Davies,Michael Dawson,Ahmed El Mohamady,Ryan Mason,Robert Snodgrass,Sam Clucas,Jake Livermore,Adama Diomande,Markus Henriksen
2016-12-10,Arsenal,Stoke City,,,,,,,,,,,,,,,,,,,,,3,1,H,1,1,D,L Mason,21,12,6,5,9,6,7,7,0,0,0,0,Petr Cech,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Mesut Özil,Theo Walcott,Alex Oxlade-Chamberlain,Granit Xhaka,Francis Coquelin,Alexis Sánchez,Lee Grant,Marc Muniesa,Glen Johnson,Bruno Martins Indi,Erik Pieters,Charlie Adam,Mame Biram Diouf,Giannelli Imbula,Joe Allen,Marko Arnautovic,Xherdan Shaqiri
2016-12-10,Burnley,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,,3,2,H,2,1,H,M Atkinson,16,17,7,4,14,18,4,11,2,2,0,0,Tom Heaton,Matthew Lowton,Michael Keane,Ben Mee,Stephen Ward,Dean Marney,Jeff Hendrick,Steven Defour,George Boyd,Scott Arfield,Sam Vokes,Artur Boruc,Simon Francis,Steve Cook,Nathan Aké,Charlie Daniels,Dan Gosling,Harry Arter,Adam Smith,Ryan Fraser,Benik Afobe,Callum Wilson
2016-12-10,Hull City,Crystal Palace,,,,,,,,,,,,,,,,,,,,,3,3,D,1,0,H,M Jones,15,14,6,6,16,14,4,7,2,4,0,0,David Marshall,Harry Maguire,Curtis Davies,Michael Dawson,Andrew Robertson,Tom Huddlestone,Sam Clucas,Jake Livermore,Ahmed El Mohamady,Robert Snodgrass,Adama Diomande,Wayne Hennessey,Joel Ward,Scott Dann,Damien Delaney,Martin Kelly,Andros Townsend,Wilfried Zaha,Joe Ledley,James McArthur,Jason Puncheon,Christian Benteke
2016-12-10,Leicester City,Manchester City,,,,,,,,,,,,,,,,,,,,,4,2,H,3,0,H,M Oliver,10,19,6,4,10,7,3,11,2,1,0,0,Ron-Robert Zieler,Danny Simpson,Wes Morgan,Robert Huth,Christian Fuchs,Andy King,Marc Albrighton,Daniel Amartey,Riyad Mahrez,Jamie Vardy,Islam Slimani,Claudio Bravo,Bacary Sagna,John Stones,Aleksandar Kolarov,Pablo Zabaleta,Fernando,Ilkay Gündogan,David Silva,Jesús Navas,Kevin De Bruyne,Kelechi Iheanacho
2016-12-10,Swansea City,Sunderland,,,,,,,,,,,,,,,,,,,,,3,0,H,0,0,D,C Pawson,14,11,5,2,10,8,7,4,1,2,0,0,Lukasz Fabianski,Jordi Amat,Neil Taylor,Alfie Mawson,Angel Rangel,Leon Britton,Wayne Routledge,Modou Barrow,Gylfi Sigurdsson,Jay Fulton,Fernando Llorente,Jordan Pickford,Billy Jones,Patrick van Aanholt,Papy Djilobodji,Lamine Koné,Jason Denayer,Sebastian Larsson,Didier Ndong,Steven Pienaar,Jermain Defoe,Victor Anichebe
2016-12-10,Watford,Everton,,,,,,,,,,,,,,,,,,,,,3,2,H,1,1,D,A Taylor,11,11,6,4,11,16,2,4,2,2,0,0,Heurelho Gomes,Miguel Britos,Sebastian Prödl,Juan Camilo Zuñiga,José Holebas,Valon Behrami,Adlène Guédioura,Etienne Capoue,Nordin Amrabat,Troy Deeney,Stefano Okaka,Maarten Stekelenburg,Leighton Baines,Ashley Williams,Séamus Coleman,Ramiro Funes Mori,Gerard Deulofeu,Kevin Mirallas,James McCarthy,Idrissa Gueye,Gareth Barry,Romelu Lukaku
2016-12-11,Chelsea,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,M Dean,12,6,2,1,6,10,3,1,2,4,0,0,Thibaut Courtois,Gary Cahill,César Azpilicueta,David Luiz,Marcos Alonso,N'Golo Kanté,Victor Moses,Nemanja Matic,Eden Hazard,Pedro,Diego Costa,Ben Foster,Allan-Roméo Nyom,Jonny Evans,Gareth McAuley,Craig Dawson,Claudio Yacob,James Morrison,Matt Phillips,Chris Brunt,Darren Fletcher,Salomón Rondón
2016-12-11,Liverpool,West Ham United,,,,,,,,,,,,,,,,,,,,,2,2,D,1,2,A,M Clattenburg,18,7,3,3,7,8,11,4,2,0,0,0,Loris Karius,Nathaniel Clyne,Dejan Lovren,James Milner,Joel Matip,Georginio Wijnaldum,Jordan Henderson,Adam Lallana,Roberto Firmino,Sadio Mané,Divock Origi,Darren Randolph,Aaron Cresswell,Håvard Nordtveit,Winston Reid,Angelo Ogbonna,Pedro Obiang,Mark Noble,André Ayew,Dimitri Payet,Manuel Lanzini,Michail Antonio
2016-12-11,Manchester United,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,1,0,H,1,0,H,R Madley,15,12,5,4,19,17,3,8,3,3,0,0,David de Gea,Phil Jones,Marcos Rojo,Luis Antonio Valencia,Matteo Darmian,Paul Pogba,Michael Carrick,Ander Herrera,Zlatan Ibrahimovic,Anthony Martial,Henrikh Mkhitaryan,Hugo Lloris,Kyle Walker,Danny Rose,Toby Alderweireld,Jan Vertonghen,Son Heung-Min,Victor Wanyama,Mousa Dembélé,Dele Alli,Christian Eriksen,Harry Kane
2016-12-11,Southampton,Middlesbrough,,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,S Attwell,14,6,3,2,14,12,4,2,4,3,0,0,Fraser Forster,José Fonte,Cuco Martina,Virgil van Dijk,Sam McQueen,Jordy Clasie,Oriol Romeu,James Ward-Prowse,Jay Rodriguez,Dusan Tadic,Sofiane Boufal,Víctor Valdés,Fabio,Ben Gibson,Antonio Barragán,Calum Chambers,Adam Clayton,Marten de Roon,Adam Forshaw,Cristhian Stuani,Jordan Rhodes,Viktor Fischer
